Title,Article Id,Date,Category,Has Audio,Summary,URL
She got famous on YouTube. Now it helps fund her research in quantum gravity,1199469798,"September 23, 2023",News,False,"Theoretical physicist and YouTuber Sabine Hossenfelder, shown in a photo taken in December at the University of Oxford in England, turned to YouTube ""to keep my sanity"" during the dark days of the pandemic.",https://www.npr.org/2023/09/23/1199469798/youtube-star-scientist-sabine-hossenfelder
NASA asteroid sample lands safely in Utah before being whisked away by helicopter,1201386042,"September 24, 2023",News,True,The sample return capsule from NASA's OSIRIS-REx mission is seen shortly after touching down in the desert at the Department of Defense's Utah Test and Training Range.,https://www.npr.org/2023/09/24/1201386042/watch-live-nasa-sends-an-asteroid-sample-back-to-earth
A source of carbon — a building block of life — is found on Jupiter's moon Europa,1201071390,"September 22, 2023",News,False,"New analysis has found a source of carbon within Europa, Jupiter's moon that is believed to hold massive amounts of liquid water. This view of the moon was created from images taken by NASA's Galileo spacecraft in the late 1990s.",https://www.npr.org/2023/09/22/1201071390/carbon-jupiter-moon-europa
This week's harvest moon will be the last supermoon of the year,1201990612,"September 27, 2023",News,False,"People watch a supermoon rise above Lisbon, Portugal, on Aug. 30.",https://www.npr.org/2023/09/27/1201990612/supermoon-last-harvest-moon-rising
The military is turning to microgrids to fight global threats — and global warming,1201838599,"October 2, 2023",News,True,"Exterior of MCAS Miramar microgrid rooms in San Diego, California.",https://www.npr.org/2023/10/02/1201838599/military-microgrids-climate-change
"After 7 years, NASA's OSIRIS-REx mission successfully returns asteroid sample",1198908108,"September 27, 2023",News,True,"The sample return capsule from NASA's OSIRIS-REx mission touched down in the desert on September 24, 2023, at the Department of Defense's Utah Test and Training Range. The sample was collected from the asteroid Bennu in October 2020 by NASA's OSIRIS-REx spacecraft.",https://www.npr.org/2023/09/27/1198908108/after-7-years-nasas-osiris-rex-mission-successfully-returns-asteroid-sample
The bruising artillery battle in Ukraine has left a scar that is visible from space,1203372829,"October 6, 2023",News,True,Loading...,https://www.npr.org/2023/10/06/1203372829/the-bruising-artillery-battle-in-ukraine-has-left-a-scar-that-is-visible-from-sp
This next NASA mission to an asteroid is seriously metal,1204867862,"October 11, 2023",News,True,An artist's conception of the Psyche spacecraft approaching an asteroid that's largely composed of metal.,https://www.npr.org/2023/10/11/1204867862/this-next-nasa-mission-to-an-asteroid-is-seriously-metal
Black holes can teach us how to live our best lives,1203749479,"October 5, 2023",News,False,A visualization of the accretion disk around a black hole.,https://www.npr.org/2023/10/05/1203749479/black-hole-best-life-lessons
Scenes from the rare 'ring of fire' eclipse,1205970745,"October 14, 2023",News,False,"The ""ring of fire"" effect caused during the annular eclipse of the Sun over Albuquerque, N.M., on Oct. 14, 2023.",https://www.npr.org/2023/10/14/1205970745/ring-of-fire-eclipse-photos-annular
Take a peek at what NASA brought back from an asteroid,1205300000,"October 12, 2023",News,False,"Small rocks and dust from an asteroid, outside a round sample collection device in a NASA lab.",https://www.npr.org/2023/10/12/1205300000/take-a-peek-at-what-nasa-brought-back-from-an-asteroid
"In 'White Holes,' Carlo Rovelli takes readers beyond the black hole horizon",1209487538,"October 31, 2023",News,False,"Horizons are weird. They delimit what we can see in the distance, but they are also always personal: Walk 10 miles to the west and your horizon line moves 10 miles to the west with you.",https://www.npr.org/2023/10/31/1209487538/book-review-carlo-rovelli-white-holes
The microbiologist studying the giant floating petri dish in space ,1198908272,"October 13, 2023",News,True,Microbiologist Monsi Roman stands next to an ISS Life Support test module at NASA's Marshall Space Flight Center.,https://www.npr.org/2023/10/13/1198908272/microbiome-nasa-international-space-station
Indigenous tribes saw the 'Ring of Fire' eclipse in a different light ,1206482066,"October 20, 2023",News,False,"Visitors of the Bears Ears Monument in Bluff, Utah were part of the millions that watched the dimmed skies of Saturday's eclipse.",https://www.npr.org/2023/10/20/1206482066/indigenous-tribes-saw-the-ring-of-fire-eclipse-in-a-different-light
A meteor shower could send fireballs streaking through the night sky this week,1210771518,"November 5, 2023",News,False,"A meteor from the Tau Herculids meteor shower passes over Valley of Fire State Park in Nevada on May 30, 2022. A meteor shower known for producing fireballs, the Southern Taurids, is expected to peak this week.",https://www.npr.org/2023/11/05/1210771518/a-meteor-shower-could-send-fireballs-streaking-through-the-night-sky-this-week
Stronger activity on the sun could bring more displays of the northern lights in 2024,1211595597,"November 9, 2023",News,False,"An aurora borealis, also known as the northern lights, is seen in the sky in the early morning hours of Monday, April 24, 2023, near Washtucna, Wash.",https://www.npr.org/2023/11/09/1211595597/northern-lights-aurora-borealis-2024
"Apollo astronaut Frank Borman, who first orbited moon, dies at age 95",953342565,"November 9, 2023",News,True,"Apollo 8 crew member Frank Borman speaks during a 2008 NASA TV program at the Newseum in Washington, DC. The former astronauts participated in a discussion on the 1968 lunar orbital mission and how the success of Apollo 8 contributed to the overall moon landing effort.",https://www.npr.org/2023/11/09/953342565/nasa-apollo-gemini-astronaut-frank-borman-dies
"Astronaut Ken Mattingly, who flew to the moon on Apollo 16, has died at 87",517140750,"November 2, 2023",News,False,"Retired astronaut Ken Mattingly has died. He's pictured (center) with crewmates Jim Lovell (left) and Fred Haise (right) at a news conference about a mission he ended up missing, the ill-fated Apollo 13.",https://www.npr.org/2023/11/02/517140750/nasa-astronaut-ken-mattingly-apollo-16-13-died-moon-shuttle
"The world's oldest mummies are decomposing after 7,000 years. Here's why.",1198908188,"October 4, 2023",News,True,"The world's oldest mummies are buried in modern-day northern Chile. They've endured the last 7,000 years remarkably well. They've remained well-preserved — until recently, when some of the mummies started to decompose.",https://www.npr.org/2023/10/04/1198908188/the-worlds-oldest-mummies-are-decomposing-after-7-000-years-heres-why
Why 'it is absolutely not too late' for Florida's coral reefs,1198908241,"October 11, 2023",News,True,The marine heat wave this summer bleached Elkhorn corals at Horseshoe Reef in the Florida Keys.,https://www.npr.org/2023/10/11/1198908241/noaa-florida-coral-reefs
How Venus got caught up in an 18th century space race,1198908560,"November 13, 2023",News,True,"In the 18th century the world was focused on Venus. Expeditions were launched in pursuit of exact measurements of Venus as it passed between Earth and the Sun. By viewing its journey and location on the Sun's surface, scientists hoped to make a massive leap in scientific knowledge. With a little help from math, Scientist in Residence",https://www.npr.org/2023/11/13/1198908560/short-wave-draft-11-13-2023
Code Switch: Baltimore teens are fighting for environmental justice — and winning,1197954155,"October 17, 2023",News,True,"Students give a presentation at a construction site in South Baltimore. The student activists, who formed the group Free Your Voice, are fighting against a very different kind of danger in their neighborhood: air pollution and climate change.",https://www.npr.org/2023/10/17/1197954155/its-been-a-minute-draft-10-17-2023
Tiny deer and rising seas: How climate change is testing the Endangered Species Act,1198908368,"October 25, 2023",News,True,"The Key deer was one of the first species protected under the Endangered Species Act. Like 99% of the other species that have gotten protection from the landmark law, the Key deer has avoided extinction because of the U.S. Fish and Wildlife Service.",https://www.npr.org/2023/10/25/1198908368/florida-key-deer-endangered
Cut down your household waste with these 5 creative solutions,1199885874,"November 6, 2023",News,True,"My mom is one of the least wasteful people I know. Growing up in India in the 60s and the 70s, she used to bring her own aluminum tins to the market to load up on staples like rice, lentils and flour. Then when she moved to America in the 80s, she continued that tradition of resourcefulness, saving old margarine tubs and Danish butter cookie tins to store food and other items.",https://www.npr.org/2023/11/06/1199885874/low-waste-practices
"To figure out the future climate, scientists are researching how trees form clouds",1198908517,"November 8, 2023",News,True,"Research has found that trees contribute to the formation of clouds, which reflect heat from the sun and cool the atmosphere in the immediate area.",https://www.npr.org/2023/11/08/1198908517/trees-aerosols-climate-change-cloud-formation
How did Uruguay cut carbon emissions? The answer is blowing in the wind,1197954251,"October 6, 2023",News,True,Ramón Méndez Galain was Uruguay's National Director of Energy from 2008 to 2015. His plan for the energy sector led to 98% of Uruguay's grid being powered by green energy. And a good deal of that comes from wind energy — from turbines like those behind him.,https://www.npr.org/2023/10/06/1197954251/uruguay-green-energy-carbon-emissions-climate-change
"To rein in climate change, Biden pledges $7 billion to regional 'hydrogen hubs'",1205739482,"October 13, 2023",News,False,"President Joe Biden speaks about his Bidenomics agenda at Tioga Marine Terminal in Philadelphia, Pennsylvania, on October 13, 2023.",https://www.npr.org/2023/10/13/1205739482/to-rein-in-climate-change-biden-pledges-7-billion-to-regional-hydrogen-hubs
It's a global climate solution — if it can get past conspiracy theories and NIMBYs,1203950823,2023-10-08,News,True,,https://www.npr.org/2023/10/08/1203950823/15-minute-cities-climate-solution
How kids are making sense of climate change and extreme weather,1202624475,2023-10-07,News,True,,https://www.npr.org/2023/10/07/1202624475/kids-climate-change-extreme-weather
Innovators share what helped convince them to take climate action,1202013738,2023-10-07,News,False,,https://www.npr.org/2023/10/07/1202013738/climate-change-innovators
Have an heirloom ruined by climate disaster? There's a hotline to call for help,1202637525,2023-10-07,News,True,,https://www.npr.org/2023/10/07/1202637525/climate-change-solutions-heirloom-hotline
How did Uruguay cut carbon emissions? The answer is blowing in the wind,1197954251,2023-10-06,News,True,,https://www.npr.org/2023/10/06/1197954251/uruguay-green-energy-carbon-emissions-climate-change
How to harvest water from clouds of fog,1203891520,2023-10-06,News,True,,https://www.npr.org/sections/goatsandsoda/2023/10/06/1203891520/drought-climate-change-fog-harvesting
The Philippines' capital is running out of water. Is building a dam the solution?,1201087955,2023-10-06,News,True,,https://www.npr.org/2023/10/06/1201087955/philippines-water-shortage-dam
Marching bands have been struggling with extreme heat. Here's how they're adjusting,1202625059,2023-10-06,News,True,,https://www.npr.org/2023/10/06/1202625059/extreme-heat-marching-bands
People working on climate solutions are facing a big obstacle: conspiracy theories,1203893268,2023-10-05,News,True,,https://www.npr.org/2023/10/05/1203893268/climate-change-conspiracies-disinformation
The communities experimenting with how to be more resilient to a changing climate,1202290316,2023-10-05,News,False,,https://www.npr.org/2023/10/05/1202290316/climate-change-community-action
How everyday people started a movement that's shaping climate action to this day,1198908047,2023-10-05,News,True,,https://www.npr.org/2023/10/05/1198908047/climate-action-environmentalism-history
New technology uses good old-fashioned wind to power giant cargo vessels,1200788439,2023-10-05,News,True,,https://www.npr.org/2023/10/05/1200788439/wind-power-cargo-ships-carbon-emissions
"Any job can be a climate solutions job: Ask this teacher, electrician or beauty CEO",1203426518,2023-10-04,News,True,,https://www.npr.org/2023/10/04/1203426518/climate-jobs-teacher-electrician-entrepreneur
Looking for innovative climate solutions? Check out these 8 podcasts,1200327337,2023-10-04,News,False,,https://www.npr.org/2023/10/04/1200327337/best-climate-podcasts
Student activists are pushing back against big polluters — and winning,1197954102,2023-10-04,News,True,,https://www.npr.org/2023/10/04/1197954102/student-activists-climate-change-baltimore
It's not all bad news: Wonderful and wild stories about tackling climate change,1202290614,2023-10-03,News,False,,https://www.npr.org/2023/10/03/1202290614/good-news-climate-change-solutions
Want to fight climate change and food waste? One app can do both,1202278468,2023-10-03,News,True,,https://www.npr.org/2023/10/03/1202278468/climate-change-food-waste-too-good-to-go
Making cities 'spongy' could help fight flooding — by steering the water underground,1202252103,2023-10-03,News,True,,https://www.npr.org/2023/10/03/1202252103/china-floods-sponge-cities-climate-change
These 5 big purchases can save energy — and money — at home,1196977935,2023-10-03,News,True,,https://www.npr.org/2023/10/03/1196977935/save-money-energy-tips
The military is turning to microgrids to fight global threats — and global warming,1201838599,2023-10-02,News,True,,https://www.npr.org/2023/10/02/1201838599/military-microgrids-climate-change
"As the 'water tower of Asia' dries out, villagers learn to recharge their springs",1202745489,2023-10-02,News,True,,https://www.npr.org/sections/goatsandsoda/2023/10/02/1202745489/india-water-climate-change
How gas utilities used tobacco tactics to avoid gas stove regulations,1183551603,"October 17, 2023",News,True,"Dr. Carl Shy, a public health researcher, cooks on his electric stove at his home. In 1970, he published a study showing that families exposed to greater levels of the air pollutant nitrogen dioxide outdoors had higher rates of respiratory illness than families in less-polluted areas.",https://www.npr.org/2023/10/17/1183551603/gas-stove-utility-tobacco
Climate rules are coming for corporate America,1205068747,"October 12, 2023",News,False,"Farmer Rob Stone (R) and Gregory Gingera, a canola breeder at Corteva Agriscience, walk through Stone's field in Davidson, Saskatchewan, Canada in May. Canadian farmers are looking for ways to deal with recurrent drought, including planting earlier and using seeds that are more resistant to heat.",https://www.npr.org/2023/10/12/1205068747/climate-change-emissions-companies-disclosure-sec-california
Major U.S. science group lays out a path to smooth the energy transition,1205592486,"October 17, 2023",News,False,Hundreds of active oil wells sit in densely populated and mostly low-income neighborhoods in Los Angeles. A new report details why equity should be central to climate and energy policy in the U.S. to address historical practices.,https://www.npr.org/2023/10/17/1205592486/major-u-s-science-group-lays-out-a-path-to-smooth-the-energy-transtion
"Global shift to clean energy means fossil fuel demand will peak soon, IEA says",1207976763,"October 24, 2023",News,False,"Wind turbines turn behind a solar farm in Rapshagen, Germany in 2021. The International Energy Agency projects demand for fossil fuels will peak before 2030 as renewable energy continues to grow.",https://www.npr.org/2023/10/24/1207976763/global-shift-to-clean-energy-means-fossil-fuel-demand-will-peak-soon-iea-says
"After a 2-year delay, deliveries of Tesla's Cybertruck began Thursday",1216083781,"November 30, 2023",News,False,"Tesla's Cybertruck, pictured here during its design reveal in Hawthorne, Calif., in 2019, is finally rolling out of factories a full two years after the initial delivery target.",https://www.npr.org/2023/11/30/1216083781/tesla-cybertruck-release-musk
"In Ecuador's Amazon rainforest, solar-powered boats are a boon for the trees",1216263306,"December 2, 2023",News,False,Achuar people ply the Rio Wichimi in a solar canoe. The nonprofit Kara Solar has helped fund a fleet of six sun-powered craft in hopes of benefitting the Indigenous Achuar while reducing pressure to build roads in the rainforest.,https://www.npr.org/sections/goatsandsoda/2023/12/02/1216263306/why-solar-powered-canoes-could-be-good-for-the-future-of-the-rainforest
The world is awash in plastic. Oil producers want a say in how it's cleaned up,1211843512,"November 13, 2023",News,True,People work at a landfill in India that's full of plastic bags. Members of the United Nations are negotiating a treaty that's aimed at cutting plastic pollution globally.,https://www.npr.org/2023/11/13/1211843512/plastic-pollution-waste-treaty-united-nations-fossil-fuel-oil-gas
Oil spills increase in Venezuela as it revs up output after the U.S. lifted sanctions,1215547427,"November 29, 2023",News,True,"A work brigade sponsored by Venezuelan state-run oil company PDVSA, which critics blame for the oil spills, use shovels and rakes to remove congealed petroleum from a Lake Maracaibo beach.",https://www.npr.org/2023/11/29/1215547427/venezuela-oil-spill-maracaibo
"Long COVID brain fog may originate in a surprising place, say scientists",1207489490,"October 24, 2023",News,True,Corona virus,https://www.npr.org/sections/goatsandsoda/2023/10/24/1207489490/long-covid-brain-fog-may-originate-in-a-surprising-place-say-scientists
How many friends do Americans have? A survey crunched the numbers,1208572681,"October 25, 2023",News,False,Can your bestie be a health benefit?,https://www.npr.org/2023/10/25/1208572681/friends-friendship-meet-up-research-pew-health-benefits
Q&A: This scientist developed a soap that could help fight skin cancer. He's 14. ,1209048618,"October 27, 2023",News,True,"Heman Bekele with the help of his 3M mentor, Deborah Isabelle (left), created a prototype soap to treat melanoma. Isabelle said of Bekele, ""he's going to continue to inspire other young people to realize that science can make a positive difference.""",https://www.npr.org/sections/goatsandsoda/2023/10/27/1209048618/q-a-this-scientist-developed-a-soap-that-could-help-fight-skin-cancer-hes-14
This largest-ever map of the human brain could change how we study it,1198908421,"October 27, 2023",News,True,Scientists have built an enormous atlas of the human brain that could help them chart a path toward preventing and treating many different neurological disorders.,https://www.npr.org/2023/10/27/1198908421/brain-initiative-map-alzheimers-schizophrenia
Clouds made of sand make for a strange kind of rain on this hot planet,1213159944,"November 15, 2023",News,True,An artistic depiction of the planet WASP-107b. Observations by the James Webb Space Telescope suggest this hot gas giant has clouds made of sand.,https://www.npr.org/2023/11/15/1213159944/clouds-made-of-sand-make-for-a-strange-kind-of-rain-on-this-hot-planet
A new study says the global toll of lead exposure is even worse than we thought,1213841798,"November 20, 2023",News,False,"A worker in a Bangladeshi lead mill, without safety protection. A new analysis finds the death toll from lead exposure is about six times higher than the previous estimate.",https://www.npr.org/sections/goatsandsoda/2023/11/20/1213841798/a-new-study-says-the-global-toll-of-lead-exposure-is-even-worse-than-we-thought
A 'tropical disease' carried by sand flies is confirmed in a new country: the U.S.,1209681147,"November 1, 2023",News,False,"Sand flies carry the protozoan parasites that spread leishmaniasis. It was thought to be a disease of tropical climates, but leishmaniasis-causing parasites have now been found living and circulating in the United States.",https://www.npr.org/sections/goatsandsoda/2023/11/01/1209681147/leishmaniasis-sand-flies-tropical-disease-endemic-north-america-united-states
"2 different brain circuits influence our taste for salt, study finds",1214348919,"November 21, 2023",News,True,"Two brain circuits help regulate salt intake: One adjusts salt cravings, the other determines whether we find salty food delicious or disgusting. (",https://www.npr.org/2023/11/21/1214348919/2-different-brain-circuits-influence-our-taste-for-salt-study-finds
A look at the international race to create human eggs and sperm in the lab,1198908722,"November 29, 2023",News,True,"One of the scientists shows the petri dishes in which they grow cells at the department of Genome Biology, Graduate School of Medicine. Osaka University, Osaka, Japan, August 7th, 2003.",https://www.npr.org/2023/11/29/1198908722/a-look-at-the-international-race-to-create-human-eggs-and-sperm-in-the-lab
What fossilized poop can teach us about dinosaurs,1198908684,"November 24, 2023",News,True,"Karen Chin in the University of Colorado Museum of Natural History, where she is the curator of paleontology. She is also a professor of geological sciences at the University of Colorado, Boulder and a leading expert on fossilized dinosaur feces.",https://www.npr.org/2023/11/24/1198908684/dinosaurs-fossilized-poop-utah-dung-beetles-jurassic-park
Pulling an all-nighter is a temporary antidepressant,1198908477,"November 3, 2023",News,True,"What your parents didn't tell you about pulling an all-nighter? It might just ease depression for several days. At least, that's what researchers found happened to mice",https://www.npr.org/2023/11/03/1198908477/no-sleep-depression-mice-dopamine-antidepressant
Big city mosquitoes are a big problem — and now a big target,1217120913,"December 4, 2023",News,True,"Manmade pits at construction sites are providing nurseries for malaria-carrying mosquitoes, new research finds.",https://www.npr.org/sections/goatsandsoda/2023/12/04/1217120913/big-city-mosquitoes-are-a-big-problem-and-now-a-big-target
No Daddy Shark in sight: Zoo greets a cute shark pup after apparent parthenogenesis,1211178209,"November 7, 2023",News,False,"An epaulette shark pup that hatched from an apparent parthenogenesis is now on display at Brookfield Zoo, in a Chicago suburb.",https://www.npr.org/2023/11/07/1211178209/shark-pup-parthenogenes
A rare Mexican gray wolf is wandering out of bounds. She may be looking for a mate,1210424883,"November 3, 2023",News,False,This June 7 image provided by the U.S. Fish and Wildlife Service shows the female Mexican gray wolf F2754 during a health check before being released into the wild in southeastern Arizona.,https://www.npr.org/2023/11/03/1210424883/mexican-gray-wolf-new-mexico-wandering
A pod of orcas has sunk a yacht in the Strait of Gibraltar,1211269495,"November 7, 2023",News,False,A pair of orcas swim off the west coast of Vancouver Island in 2018.,https://www.npr.org/2023/11/07/1211269495/orca-boat-yacht-attack-spain-morocco
How wildlife officials saved a humpback whale found 'hogtied' to a 300-pound crab pot,1210537760,"November 6, 2023",News,False,"A team of wildlife officials collaborated with whale experts to free a humpback whale off the coast of Gustavus, Alaska last month.",https://www.npr.org/2023/11/06/1210537760/humpback-whale-rescue-alaska-video
"Escaped owls, mystery shipments and high-heeled politics: It's weekly news quiz time",1211700159,"November 10, 2023",News,False,"From left: 5-inch heels, an owl, a FedEx package",https://www.npr.org/2023/11/10/1211700159/donald-trump-election-debate-gop-animals-npr-news-quiz
Researchers rediscover an echidna named after David Attenborough,1212440524,"November 11, 2023",News,False,"Attenborough's long-beaked echidna, spotted on camera for the first time, was the star finding for researchers during a month-long expedition in the Cyclops Mountains of Papua, Indonesia.",https://www.npr.org/2023/11/11/1212440524/echidna-attenborough
"When Disaster Hits, Dogs Come To The Rescue",1198909095,"November 10, 2023",News,True,"Jeremy Shaffner plays with his search and rescue dog Parker in Brooklyn, Maryland, on Wednesday, Oct. 18, 2023.",https://www.npr.org/2023/11/10/1198909095/when-disaster-hits-dogs-come-to-the-rescue
"Unlike chimps, bonobos offer hope that maybe we can all get along",1213475929,"November 16, 2023",News,True,Bonobos (pictured) and chimpanzees are our closest relatives. A new study looks at how a community of bonobos behave when they encounter a different group of bonobos. It's markedly different from the way chimps treat strangers.,https://www.npr.org/sections/goatsandsoda/2023/11/16/1213475929/unlike-chimps-bonobos-offer-hope-that-maybe-we-can-all-get-along
Army ants use collective intelligence to build bridges. Robots could learn from them,1214246291,"November 21, 2023",News,True,"When army ants encounter obstacles, they link together to build living bridges.",https://www.npr.org/2023/11/21/1214246291/army-ants-architecture-science-robots-research
A tiny deer and rising seas: How far should people go to save an endangered species? ,1204063795,"November 12, 2023",News,True,"The Key deer is the smallest deer species in North America. The deer live only in the low-lying Florida Keys. They are considered federally endangered, with an estimated population of around 1,000.",https://www.npr.org/2023/11/12/1204063795/key-deer-florida-keys-sea-level-rise
Could a 'funky' pathogen be sickening dogs? Scientists search for clues,1214951367,"November 23, 2023",News,True,"Healthy dogs romp in Brooklyn's Prospect Park in early October, after a storm caused severe flooding. Around the country a mysterious respiratory illness is making some dogs sick.",https://www.npr.org/sections/health-shots/2023/11/23/1214951367/could-a-funky-pathogen-be-sickening-dogs-scientists-search-for-clues
Stache the Sealyham terrier wins the National Dog Show,1215029432,"November 23, 2023",News,False,"The 2023 National Dog Show Best in Show winner is a Sealyham terrier named Stache. Ahead of this win, Stache was the No. 2-ranked Terrier and No. 12-ranked All-Breed show dog in America. He has won 49 Best in Show prizes.",https://www.npr.org/2023/11/23/1215029432/national-dog-show-winner-stache-sealyham-terrier
"To save axolotls, a campaign in Mexico asks people to virtually adopt them",1215247480,"November 27, 2023",News,False,Axolotls became an internet sensation in 2021 after the video game Minecraft added the species into its universe.,https://www.npr.org/2023/11/27/1215247480/save-axolotls-mexico-endangered-virtual-adoption
"Rat plague hits an Australian coastal town, and thousands more wash up on shore",1215027704,"November 27, 2023",News,False,The long-tailed rat.,https://www.npr.org/2023/11/27/1215027704/rat-plague-australian-coastal-town
"Bowie the lobster is half-blue, half-red, and all kinds of rare",1214920172,"November 27, 2023",News,False,"A fisherman shows off Bowie the lobster, which is half-blue, half-red and very rare.",https://www.npr.org/2023/11/27/1214920172/bowie-lobster-half-blue-half-red-rare
Holy Mole-y: A sniffer dog helps rediscover a rare mole,1215993119,"November 30, 2023",News,False,"De Winton's golden mole, a blind mole that lives beneath the sand, has been rediscovered in Port Nolloth, South Africa. The small mammal has evaded scientists for nearly 90 years, using sensitive hearing that can detect vibrations from movement above the surface.",https://www.npr.org/2023/11/30/1215993119/holy-mole-y-a-sniffer-dog-helps-rediscover-a-rare-mole
"A band, a brand, a spectacle, a Sphere",1208060535,"October 24, 2023",Music,False,"Having mounted outsized tours for decades, U2 is particularly suited to the technological wizardry of the Sphere in Las Vegas. But is the Sphere suited for more?",https://www.npr.org/2023/10/24/1208060535/u2-las-vegas-residency-sphere
What life is like in Gabon — a month after a military takeover,1202937001,"October 2, 2023",News,True,"Gabon is the latest country to experience a military takeover. Oil-rich and biodiverse, it was ruled by one family for over half a century — until just over a month ago.",https://www.npr.org/2023/10/02/1202937001/what-life-is-like-in-gabon-about-a-month-after-a-military-takeover
De Colombia p'al mundo: How Feid became Medellín's reggaeton 'ambassador' ,1207132229,"October 22, 2023",Music,True,"Feid's music is steeped in his Colombian identity, but on one of reggaeton's most important stages, he won Puerto Rico over.",https://www.npr.org/2023/10/22/1207132229/feid-performance-coliseo-de-puerto-rico-reggaeton-ambassador
A 'dream' come true: Now there are 2 vaccines to slash the frightful toll of malaria,1203306031,"October 3, 2023",News,True,"A Kenyan child receives the world's first malaria vaccine, approved nearly two years ago. This week, the World Health Organization approved a second vaccine for the mosquito-borne disease. It's called R21/Matrix-M and is intended for children between 5 and 36 months, who are among the most vulnerable to the disease.",https://www.npr.org/sections/goatsandsoda/2023/10/03/1203306031/a-dream-come-true-now-there-are-2-vaccines-to-slash-the-frightful-toll-of-malari
South Africa culls millions of chickens in an effort to contain bird flu outbreaks,1203542047,"October 4, 2023",News,False,"Chickens on a chicken farm in Lichtenburg, South Africa, Thursday, March 23, 2023.",https://www.npr.org/2023/10/04/1203542047/south-africa-culls-millions-of-chickens-in-an-effort-to-contain-bird-flu-outbrea
Nigerian police detain prominent musician for questioning after a young star's death,1203588968,"October 4, 2023",News,False,"People take part in a protest on Sept. 21 in Lagos, Nigeria, to demand justice following the death of Afrobeats star Mohbad.",https://www.npr.org/2023/10/04/1203588968/nigeria-mohbad-naira-marley
AI was asked to create images of Black African docs treating white kids. How'd it go?,1201840678,"October 6, 2023",News,False,"A researcher typed sentences like ""Black African doctors providing care for white suffering children"" into an artificial intelligence program designed to generate photo-like images. The goal was to flip the stereotype of the ""white savior"" aiding African children. Despite the specifications, the AI program always depicted the children as Black. And in 22 of over 350 images, the doctors were white.",https://www.npr.org/sections/goatsandsoda/2023/10/06/1201840678/ai-was-asked-to-create-images-of-black-african-docs-treating-white-kids-howd-it-
Argentine economy minister upsets populist as they head to presidential runoff,1207857224,"October 23, 2023",News,False,"Economy Minister and presidential hopeful Sergio Massa arrives to a polling station during general elections in Buenos Aires, Argentina, on Sunday.",https://www.npr.org/2023/10/22/1207857224/polls-open-in-argentina-election-that-could-see-right-wing-populist-win-presiden
A security vacuum in the Sahel has left Timbuktu blockaded by Islamist militants,1203982623,"October 5, 2023",News,True,Workers in front of the doors of a revered 15th-century mosque in 2016. The doors were hacked apart by jihadists in Mali's ancient city of Timbuktu in 2012 and now unveiled restored to their former glory. Now the city is under siege again.,https://www.npr.org/2023/10/05/1203982623/a-security-vacuum-in-the-sahel-has-left-timbuktu-blockaded-by-islamist-militants
Hurricane Otis unleashes massive flooding in Acapulco and triggers landslides,1208353813,"October 25, 2023",News,False,"People are helped as they cross a highway blocked by a landslide triggered by Hurricane Otis near Acapulco, Mexico, on Wednesday, Oct. 25, 2023.",https://www.npr.org/2023/10/24/1208353813/hurricane-otis-mexicos-pacific-coast-acapulco
Venezuelans become the largest nationality for illegal U.S. border crossings,1207870612,"October 22, 2023",News,False,"President Biden looks toward a large ""Welcome to Mexico"" sign that is hung over the Bridge of the Americas as he tours the port of entry in El Paso Texas on Jan. 8.",https://www.npr.org/2023/10/22/1207870612/venezuelans-illegal-mexico-border-crossings
Mexico's Acapulco grows desperate for help after Hurricane Otis ravaged the area,1208982615,"October 27, 2023",News,True,"A river carried mud and downed trees in the Zapata neighborhood on the outskirts of the city of Acapulco, Mexico, after Hurricane Otis swept through the area.",https://www.npr.org/2023/10/27/1208982615/acapulco-mexico-hurricane-otis
At least 27 people are dead after Hurricane Otis plowed into Mexico's Pacific coast,1208772999,"October 26, 2023",News,False,"A street is strewn with debris on Wednesday after Hurricane Otis ripped through Acapulco, Mexico.",https://www.npr.org/2023/10/26/1208772999/hurricane-otis-acapulco-mexico-deaths
A world record in race walking is erased after the course was measured wrong,1209709900,"October 31, 2023",News,False,"Peru's Kimberly Garcia competes in the women's 20km race walk final at the Pan American Games in Santiago, Chile, on Oct. 29, 2023.",https://www.npr.org/2023/10/31/1209709900/race-walk-world-record-pan-american-games
3 foreigners confirmed among the dozens dead from Hurricane Otis in Mexico,1209316931,"October 30, 2023",News,False,"People take items from stores in the aftermath of Hurricane Otis in Acapulco, Mexico, Saturday, Oct. 28, 2023.",https://www.npr.org/2023/10/29/1209316931/hurricane-otis-death-toll-rises-to-39-as-searchers-comb-through-debris-in-acapul
How to harvest water from clouds of fog,1203891520,"October 6, 2023",News,True,Jacob Murungi collects water near his home in central Kenya — harvesting it from fog that forms overnight and clings to trees.,https://www.npr.org/sections/goatsandsoda/2023/10/06/1203891520/drought-climate-change-fog-harvesting
Why one family is joining a historic wave of Venezuelans migrating to the U.S.,1207963084,"October 31, 2023",News,True,"Ángel Marín, his wife Carolina and their 4-year-old son, Matías, left Venezuela to try to start a life in the U.S.",https://www.npr.org/2023/10/31/1207963084/venezuela-migrants-to-us
